Date,Barcelona_Fabra Daily Rainfall [mm],Barcelona Daily Rainfall [mm],Sabadell_Aero Daily Rainfall [mm],Garriga Discharge [m^3],Castellar Discharge [m^3],Llica Discharge [m^3],Montornes Discharge [m^3],Mogoda Discharge [m^3],Gramenet Discharge [m^3]
12/10/2004,0,0,0,0.673,,0.185,0.3924,0.059,4.5966
12/11/2004,0,0,0,0.259,,0.189,0.3568,0.046,3.927
12/12/2004,0,0,0,0.141,,0.179,0.3982,0.046,3.37
12/13/2004,0,0,0,0.116,,0.165,0.4113,0.045,3.3321
12/14/2004,0,0,0,0.122,,0.155,0.3567,0.044,3.4364
12/15/2004,0,0,0,0.115,,0.139,0.3727,0.042,3.4012
12/16/2004,0,0,0,0.104,,0.129,0.4167,0.042,3.3636
12/17/2004,0,0,0,0.095,,0.122,0.4418,0.042,3.284
12/18/2004,0,0,0,0.092,,0.119,0.4565,0.043,3.068
12/19/2004,0,0,0,0.088,,0.114,0.4207,0.041,2.8457
12/20/2004,12.4,8.3,0,0.083,,0.1,0.4525,0.04,2.969
12/21/2004,0,0,0,0.084,,0.099,0.4899,0.036,3.062
12/22/2004,0,0,0,0.084,,0.097,0.4401,0.038,3.1433
12/23/2004,0,0,0,0.08,,0.096,0.4756,0.037,3.1418
12/24/2004,0,0,0,0.083,,0.095,0.4666,0.037,3.0987
12/25/2004,10.7,13.7,9.3,0.089,,0.109,0.5453,0.062,3.9716
12/26/2004,0,0,0,0.166,,0.124,0.5453,0.146,5.1437
12/27/2004,0,0,0,0.096,,0.105,0.4015,0.052,2.9305
12/28/2004,0,0,0,0.09,,0.101,0.353,0.046,2.9305
12/29/2004,0,0,0,0.081,,0.097,0.3314,0.044,2.9305
12/30/2004,0,0,0,0.081,,0.098,0.3423,0.042,2.9305
12/31/2004,0,0,0,0.079,,0.095,0.3404,0.042,2.8364
1/1/2005,0,0,0,0.081,,0.089,0.3384,0.038,2.5885
1/2/2005,0,0,0,0.079,,0.09,0.3266,0.038,2.7323
1/3/2005,0,0,0,0.078,,0.09,0.3629,0.04,2.7178
1/4/2005,0,0,0,0.077,,0.088,0.5339,0.041,2.9878
1/5/2005,0,0,0,0.078,,0.084,0.5746,0.042,3.0897
1/6/2005,0,0,0,0.081,,0.087,0.3453,0.04,2.6998
1/7/2005,0,2.8,0,0.078,,0.09,0.3614,0.039,2.7091
1/8/2005,0,,0,0.078,,0.092,0.3522,0.039,2.7206
1/9/2005,0,0,0,0.078,,0.093,0.3898,0.039,2.6739
1/10/2005,0,0,0,0.078,,0.094,0.5029,0.039,2.9916
1/11/2005,0,0,0,0.082,,0.097,0.3634,0.038,3.0516
1/12/2005,0,0,0,0.078,,0.098,0.352,0.04,3.0306
1/13/2005,0,0,0,0.078,,0.095,0.3623,0.04,3.0965
1/14/2005,0,0,0,0.075,,0.093,0.4311,0.041,3.1264
1/15/2005,0,0,0,0.072,,0.093,0.4693,0.041,3.0622
1/16/2005,0,0,0,0.071,,0.091,0.3442,0.039,2.7473
1/17/2005,0,0,0,0.069,,0.093,0.3502,0.04,2.9044
1/18/2005,0,0,0,0.069,,0.091,0.3402,0.042,3.0586
1/19/2005,0,0,0,0.07,,0.087,0.3388,0.04,3.0169
1/20/2005,0,0,0,0.071,,0.088,0.3363,0.039,2.9941
1/21/2005,0,0,0,0.07,0.0014,0.091,0.3275,0.038,2.9918
1/22/2005,0,0,0,0.07,0.0016,0.089,0.34,0.037,2.9354
1/23/2005,0,0,0,0.069,0.0016,0.093,0.3554,0.039,2.7035
1/24/2005,,,0,0.064,0.0012,0.091,0.3412,0.039,2.7718
1/25/2005,0,0,0,0.065,0.0022,0.09,0.346,0.04,2.7814
1/26/2005,0,0,0,0.067,0.0024,0.092,0.34,0.041,2.906
1/27/2005,0,0,0,0.068,0.0033,0.098,0.3809,0.043,3.0035
1/28/2005,0,0,0,0.071,0.0033,0.099,0.3508,0.044,3.0886
1/29/2005,0,0,0,0.073,0.0019,0.095,0.3421,0.043,2.9394
1/30/2005,0,0,0,0.067,0.0022,0.088,0.349,0.042,2.5945
1/31/2005,0,0,0,0.061,0.0026,0.072,0.3396,0.039,2.7467
2/1/2005,0,0,0,0.061,0.0023,0.069,0.3323,0.033,2.9317
2/2/2005,0,0,0,0.067,0.0023,0.065,0.3552,0.03,2.9536
2/3/2005,0,0,0,0.065,0.0015,0.073,0.3479,0.032,2.8161
2/4/2005,0,0,0,0.066,0.0031,0.063,0.3474,0.033,2.8229
2/5/2005,0.8,2.3,0.1,0.068,0.0019,0.054,0.3482,0.032,2.7078
2/6/2005,17.4,13.4,12.6,0.069,0.0024,0.054,0.6178,0.051,4.1663
2/7/2005,9.5,,4.4,0.267,0.0032,0.117,0.9119,0.272,7.1949
2/8/2005,9.3,6.8,7.7,0.408,0.0021,0.141,1.0881,0.208,7.2761
2/9/2005,0.4,0,0,0.592,0.0031,0.168,1.0733,0.402,8.6621
2/10/2005,0,19,0,0.223,0.0024,0.153,0.6759,0.058,4.1496
2/11/2005,0,0,0,0.154,0.0018,0.157,0.5732,0.044,3.6703
2/12/2005,0,0,0,0.132,0.0014,0.144,0.3784,0.041,3.3307
2/13/2005,0,0,,0.114,0.0014,0.129,0.3629,0.042,2.9906
2/14/2005,0,0,,0.115,0.0014,0.122,0.3613,0.043,3.0614
2/15/2005,0,0,,0.111,0.0018,0.118,0.3781,0.044,3.239
2/16/2005,0,0,0,0.098,0.0023,0.111,0.3329,0.043,3.1098
2/17/2005,0,0,0,0.092,0.006,0.086,0.339,0.044,3.0182
2/18/2005,0,0,0,0.08,0.0028,0.08,0.3448,0.044,3.0004
2/19/2005,0,0,0,0.088,0.0028,0.075,0.3349,0.043,2.8879
2/20/2005,5,9.4,1.3,0.081,0.0017,0.079,0.3391,0.045,2.7353
2/21/2005,0,0,0,0.1,0,0.092,0.3911,0.081,3.4526
2/22/2005,0.2,0.2,0,0.083,0.0006,0.087,0.4495,0.052,3.0913
2/23/2005,,0,0,0.081,0.0119,0.08,0.3559,0.047,3.0065
2/24/2005,,0.1,0,0.079,0.0284,0.069,0.3506,0.044,2.9165
2/25/2005,,0,0,0.08,0.0348,0.068,0.3444,0.044,2.9276
2/26/2005,0,0,0,0.081,0.0269,0.061,0.3461,0.043,2.7304
2/27/2005,13,10,1.9,0.076,0.0237,0.056,0.4888,0.042,2.597
2/28/2005,0,2.6,0,0.077,0.0247,0.059,0.7795,0.051,3.5433
3/1/2005,0,0,0,0.084,0.0288,0.06,0.3875,0.044,2.9518
3/2/2005,,0,0,0.077,0.0387,0.058,0.3595,0.042,2.8448
3/3/2005,0,0,0,0.077,0.0261,0.056,0.4777,0.04,2.9099
3/4/2005,0,0,0,0.079,0.0288,0.061,0.3673,0.04,2.8311
3/5/2005,0,0,0,0.075,0.032,0.066,0.3917,0.04,2.7497
3/6/2005,0,0,0,0.064,0.022,0.067,0.3549,0.039,2.4753
3/7/2005,0,0,0,0.059,0.0282,0.07,0.3604,0.039,2.5164
3/8/2005,0,0,0,0.056,0.0287,0.078,0.3632,0.04,2.6706
3/9/2005,0,0,0,0.063,0.0269,0.066,0.3279,0.04,2.6754
3/10/2005,0,0,0,0.069,0.0306,0.063,0.3442,0.039,2.7304
3/11/2005,6.9,8.8,8.8,0.069,0.0348,0.072,0.4246,0.112,5.5141
3/12/2005,0,0,0,0.079,0.0291,0.085,0.3549,0.057,3.6383
3/13/2005,0,0,0,0.064,0.0275,0.086,0.4013,0.041,3.1736
3/14/2005,,0,0,0.058,0.0385,0.089,0.3511,0.037,3.2949
3/15/2005,0,0,0,0.057,0.0368,0.091,0.3455,0.033,3.3566
3/16/2005,0,0,0,0.058,0.0289,0.082,0.356,0.033,3.3856
3/17/2005,0,0,0,0.059,0.0228,0.085,0.3607,0.032,3.3711
3/18/2005,0,0,0,0.055,0.0199,0.088,0.3438,0.028,3.3591
3/19/2005,0,0,0,0.052,0.0168,0.082,0.3507,0.027,3.1468
3/20/2005,0,0,0,0.049,0.0132,0.082,0.3486,0.027,2.8393
3/21/2005,0.9,0.6,0.1,0.049,0.0226,0.073,0.3491,0.028,2.9406
3/22/2005,0,0,0,0.051,0.0269,0.086,0.3542,0.027,3.0127
3/23/2005,1.8,2.4,5.5,0.054,0.0272,0.098,0.3611,0.051,3.7301
3/24/2005,0.4,0,0.1,0.067,0.0191,0.079,0.3679,0.042,3.4502
3/25/2005,,0,0,0.052,0.0205,0.09,0.3545,0.037,2.884
3/26/2005,,0,0,0.046,0.0153,0.086,0.345,0.034,2.7179
3/27/2005,0,0,0,0.043,0.0115,0.086,0.3313,0.03,2.559
3/28/2005,0,0,0,0.042,0.013,0.081,0.3446,0.028,2.6938
3/29/2005,8.3,7.3,8.8,0.131,0.0172,0.101,0.4764,0.108,4.9501
3/30/2005,0,0,0,0.205,0.0155,0.113,0.4695,0.114,4.6378
3/31/2005,0,0,0,0.089,0.0155,0.105,0.4015,0.045,3.5291
4/1/2005,0,0,0,0.064,0.0164,0.099,0.378,0.04,3.4998
4/2/2005,,0,0,0.061,0.0167,0.098,0.342,0.04,3.266
4/3/2005,0,0,0,0.056,0.0136,0.097,0.3312,0.038,3.04
4/4/2005,0,0,0,0.05,0.0111,0.053,0.3299,0.039,3.2877
4/5/2005,0,0,0,0.054,0.016,0.043,0.3205,0.038,3.316
4/6/2005,0,0,0,0.057,0.0179,0.039,0.3352,0.037,3.4195
4/7/2005,0,0,0,0.059,0.0154,0.038,0.331,0.036,3.5288
4/8/2005,13.7,3,1.3,0.07,0.0237,0.039,0.3621,0.044,4.0121
4/9/2005,0,0.1,0,0.088,0.0189,0.048,0.4227,0.055,3.969
4/10/2005,0,0,0,0.07,0.018,0.037,0.4135,0.036,3.1549
4/11/2005,0,0,0,0.061,0.0206,0.023,0.3691,0.033,3.3537
4/12/2005,0,0,0,0.062,0.0229,0.012,0.3579,0.032,3.3991
4/13/2005,0,0,0,0.06,0.0259,0.002,0.3677,0.034,3.4035
4/14/2005,0,0,0.3,0.062,0.0273,0,0.369,0.035,3.5188
4/15/2005,0.3,0.3,0.2,0.088,0.0267,0.012,0.4476,0.039,3.7209
4/16/2005,0,0,0,0.137,0.0245,0.036,0.5962,0.045,4.5111
4/17/2005,0,0,0,0.059,0.0146,0.01,0.3336,0.035,3.3701
4/18/2005,,0,0,0.056,0.0139,0,0.3203,0.03,3.399
4/19/2005,0,0,0,0.053,0.0176,0,0.3212,0.027,3.4487
4/20/2005,,0,0,0.041,0.0188,0,0.3211,0.029,3.458
4/21/2005,0,0.1,0.3,0.039,0.0211,0,0.3093,0.027,3.4432
4/22/2005,0.1,0,0,0.041,0.0178,0,0.3257,0.034,3.3881
4/23/2005,0,0,0,0.037,0.0247,0,0.2956,0.028,3.0656
4/24/2005,0,0,1.2,0.041,0.0237,0.006,0.2892,0.033,3.1442
4/25/2005,0,0,0,0.084,0.0204,0.009,0.3496,0.045,3.4802
4/26/2005,0,0,,0.051,0.0217,0,0.3242,0.039,3.5165
4/27/2005,0,0,,0.033,0.0202,0,0.322,0.038,3.4301
4/28/2005,0,0,0,0.023,0.0181,0,0.342,0.037,3.527
4/29/2005,0,0,0,0.024,0.0155,0,0.2707,0.036,3.3132
4/30/2005,0,0,0,0.021,0.0195,0,0.2605,0.036,3.1318
5/1/2005,,0,0,0.023,0.015,0,0.2906,0.036,2.8871
5/2/2005,3.3,3.2,4.8,0.018,0.0226,0,0.3314,0.036,3.197
5/3/2005,0,0,0,0.027,0.0274,0,0.3441,0.036,3.7795
5/4/2005,0,0.2,0,0.027,0.0304,0,0.3207,0.036,3.3163
5/5/2005,,0.3,0.7,0.026,0.0173,0.008,0.2922,0.05,3.6407
5/6/2005,0,0,0,0.029,0.0093,0.019,0.2831,0.059,3.3191
5/7/2005,0,0,0,0.03,0.0108,0.017,0.2529,0.037,3.0141
5/8/2005,0,0,0,0.031,0.0091,0.019,0.2529,0.036,2.6705
5/9/2005,0.1,0,0.3,0.031,0.01,0.015,0.2807,0.033,2.8834
5/10/2005,0,0,0,0.033,0.0091,0.021,0.3569,0.029,3.1287
5/11/2005,0,0,0,0.03,0.0106,0.02,0.3442,0.028,3.2043
5/12/2005,0,0,0,0.03,0.0093,0.017,0.329,0.023,3.1455
5/13/2005,1.3,1.1,5.5,0.032,0.0092,0.006,0.3038,0.023,3.0937
5/14/2005,0,16.7,0,0.038,0.0089,0.002,0.2949,0.037,3.6183
5/15/2005,4.3,1.7,1.7,0.037,0.0092,0,0.2809,0.028,2.7183
5/16/2005,11.4,19.2,37.9,0.037,0.0081,0,0.3149,0.026,3.2103
5/17/2005,11.7,13.1,40.1,0.511,0.0362,0.202,1.3032,1.625,10.9804
5/18/2005,0,0,0,0.166,0.0149,0.057,0.6964,0.108,7.1949
5/19/2005,0,19.7,0,0.068,0.0099,0.061,0.5277,0.037,6.3281
5/20/2005,0,22.6,0,0.048,0.0082,0.044,0.3941,0.025,15.2287
5/21/2005,0,,0,0.031,0.008,0.022,0.3349,0.019,21.0734
5/22/2005,1.2,,2,0.085,0.0082,0.017,0.3037,0.017,21.2537
5/23/2005,0,0,0,0.109,0.0083,0.01,0.3494,0.017,21.6414
5/24/2005,0,0,0,0.053,0.0092,0,0.3217,0.004,21.6025
5/25/2005,0,0,0,0.016,0.0092,0,0.3133,0,10.7976
5/26/2005,0,1.1,0,0.014,0.0178,0,0.2809,0,2.4334
5/27/2005,0,0,0,0.012,0.0349,0,0.2707,0,2.3565
5/28/2005,0,0,0,0.011,0.0371,0,0.2605,0,2.1991
5/29/2005,0,0,0,0.011,0.0409,0,0.2603,0,2.0313
5/30/2005,,0,0,0.01,0.0428,0,0.2632,0,2.2105
5/31/2005,,0,0,0.012,0.0514,0,0.3394,0,2.4662
6/1/2005,,,0,0.012,0.0421,0,0.2884,0,2.5049
6/2/2005,0,2.5,0,0.01,0.0375,0.003,0.2625,0,2.5255
6/3/2005,0,0,0,0.011,0.0447,0.002,0.278,0,2.5372
6/4/2005,0,0,0,0.01,0.0395,0,0.3152,0,2.4275
6/5/2005,0,0,0,0.01,0.0445,0,0.2257,0,2.1977
6/6/2005,,0,0,0.011,0.0334,0,0.2481,0,2.387
6/7/2005,0,0,0,0.009,0.0408,0,0.2093,0,2.5765
6/8/2005,0,0,0,0.008,0.0448,0,0.2374,0,2.5991
6/9/2005,0,0,0,0.008,0.0519,0,0.2532,0,2.6197
6/10/2005,0,0,0,0.008,0.05,0,0.3024,0,2.5803
6/11/2005,,0,0,0.009,0.0578,0,0.2871,0,2.4272
6/12/2005,0,0,0,0.01,0.0498,0,0.3161,0,2.2981
6/13/2005,1.8,3.6,0.2,0.012,0.0398,0,0.3161,0,2.6622
6/14/2005,9.4,6,2.3,0.149,0.0465,0.029,0.5411,0.662,6.6867
6/15/2005,0,0,0.7,0.123,0.0319,0.008,0.3837,0.129,4.2927
6/16/2005,0,0,0,0.028,0.0315,0,0.3067,0.001,3.1829
6/17/2005,0,0,0,0.012,0.0315,0,0.2899,0,3.0533
6/18/2005,0,0,0,0.01,0.029,0,0.218,0,2.6865
6/19/2005,0,0,0,0.011,0.0288,0,0.1658,0,2.45
6/20/2005,0.1,0,0.1,0.012,0.0269,0,0.2595,0,2.8432
6/21/2005,0,0,0,0.015,0.0314,0,0.2446,0,2.9182
6/22/2005,0,0,0,0.013,0.0289,0,0.2229,0,3.0116
6/23/2005,0,0,0,0.012,0.032,0,0.2089,0,2.8901
6/24/2005,0,0,0,0.008,0.0227,0,0.1641,0,2.4042
6/25/2005,0,0,0,0.008,0.0221,0,0.135,0,2.2577
6/26/2005,0,0,0,0.009,0.0257,0,0.1499,0,2.2523
6/27/2005,,0,0,0.009,0.0176,0,0.1296,0,2.6221
6/28/2005,0.2,0.1,0.1,0.008,0.0266,0,0.1451,0,2.8719
6/29/2005,0,0,0,0.008,0.0267,0,0.1167,0,2.7627
6/30/2005,,0,0,0.008,0.0425,0,0.1858,0,2.7551
7/1/2005,0.4,0,0,0.009,0.0456,0,0.1655,0,2.7624
7/2/2005,,0,0,0.013,0.0399,0,0.1751,0,2.5786
7/3/2005,0,0,0,0.012,0.0348,0,0.1374,0,2.3099
7/4/2005,,0,0,0.008,0.0322,0,0.1627,0,2.4759
7/5/2005,0,0.5,0,0.006,0.0116,0,0.1703,0,2.6063
7/6/2005,,0,0,0.004,0.0164,0,0.1285,0,2.6527
7/7/2005,0.6,0.3,,0.005,0.0382,0,0.1411,0,2.6918
7/8/2005,3.7,,,0.008,0.0431,0,0.1835,0,2.7445
7/9/2005,0.2,0,,0.011,0.0462,0,0.1851,0,4.013
7/10/2005,2.2,0.3,,0.086,0.051,0,0.2419,0.002,5.5793
7/11/2005,0,0,0,0.028,0.034,0,0.1793,0,2.6837
7/12/2005,0,0,0,0.012,0.0413,0,0.1888,0,2.4934
7/13/2005,0,0,0,0.01,0.0392,0,0.1547,0,2.7186
7/14/2005,0,0,0,0.009,0.0416,0,0.2028,0,2.8401
7/15/2005,0,0,0,0.008,0.028,0,0.1671,0,2.811
7/16/2005,0,0,0,0.007,0.0336,0,0.1751,0,2.7198
7/17/2005,0,0,0,0.008,0.0362,0,0.1514,0,2.471
7/18/2005,0,0,0,0.008,0.028,0,0.1387,0,2.7935
7/19/2005,0,0,0,0.007,0.0377,0,0.1527,0,2.8621
7/20/2005,0,0,0,0.003,0.0412,0,0.1313,0,3.0685
7/21/2005,0,0,0,0.005,0.0296,0,0.1352,0,3.0389
7/22/2005,0,0,0,0.005,0.0332,0,0.1277,0,3.0253
7/23/2005,0,0,0,0.006,0.0305,0,0.1084,0,2.9221
7/24/2005,0,0,0,0.006,0.0249,0,0.1148,0,2.7416
7/25/2005,0,0,0,0.007,0.0311,0,0.1157,0,3.1214
7/26/2005,0,0,0,0.004,0.022729167,0,0.124729167,0,3.353118056
7/27/2005,0,0,0,0.004,0.0221,0,0.1014,0,3.4849
7/28/2005,0,0,0,0.002,0.0158,0,0.1057,0,3.5328
7/29/2005,0,0,0,0.003,0.0249,0,0.1016,0,3.5489
7/30/2005,0.7,3.1,0,0.011,0.0287,0,0.1201,0,4.4791
7/31/2005,0,0,0,0.014,0.0328,0,0.1094,0,3.3572
8/1/2005,6.8,7.4,,0.01,0.0304,0,0.1552,0,4.084
8/2/2005,20.2,17.4,,0.063,0.0662,0.124,1.1391,1.106,10.0533
8/3/2005,0,0,,0.035,0.0175,0.027,0.6906,0.149,2.1787
8/4/2005,0,0,0,0.011,0.016,0,0.2571,0,1.8622
8/5/2005,0,,0,0.008,0.0131,0,0.1909,0,2.1451
8/6/2005,0,22,0,0.008,0.0124,0,0.1626,0,1.772
8/7/2005,0,0,0,0.008,0.0145,0,0.1824,0,2.823
8/8/2005,,0,1.3,0.008,0.0103,0,0.1826,0,3.8742
8/9/2005,0.7,0.8,,0.007,0.014,0,0.1843,0,16.1492
8/10/2005,0.6,0.1,,0.008,0.0268,0,0.1926,0,8.9363
8/11/2005,0.6,0.1,4,0.009,0.0175,0,0.1829,0,3.2554
8/12/2005,0,0,0,0.022,0.0154,0,0.171,0,2.1862
8/13/2005,0,0,0,0.011,0.0197,0,0.1326,0,1.9266
8/14/2005,0,0,0,0.007,0.0257,0,0.1231,0,2.0438
8/15/2005,,0,0,0.007,0.0204,0,0.1381,0,2.2915
8/16/2005,0.2,0,0,0.007,0.0168,0,0.1538,0,2.4621
8/17/2005,2,0.5,4,0.007,0.0169,0,0.1955,0,2.4278
8/18/2005,0,0.1,0.3,0.006,0.0279,0,0.1658,0.001,3.3916
8/19/2005,0.1,5.9,0,0.014,0.0306,0,0.1693,0.001,2.7269
8/20/2005,,1.3,0.5,0.188,0.0191,0.016,0.2959,0.145,3.9811
8/21/2005,0,0,0,0.162,0.0205,0.01,0.303,0.086,3.5224
8/22/2005,0,0,0,0.027,0.0154,0,0.1702,0,2.7102
8/23/2005,0,0,0,0.016,0.0172,0,0.1577,0,2.6179
8/24/2005,0,0,0,0.013,0.0119,0,0.1341,0,2.6052
8/25/2005,0,0,0,0.011,0.0177,0,0.1377,0,2.537
8/26/2005,0,0,0,0.01,0.0144,0,0.1388,0,2.5665
8/27/2005,10.5,3.5,36,0.011,0.0181,0.001,0.1664,0.045,4.4142
8/28/2005,0,0,0,0.013,0.0245,0,0.1667,0.027,3.98239
8/29/2005,0,0,0,0.013,0.0233,0,0.1386,0,2.51773
8/30/2005,0,0,0,0.011,0.0221,0,0.1461,0,2.72866
8/31/2005,0,0,0,0.01,0.0236,0,0.174,0,2.82978
9/1/2005,0,,0,0.01,0.022,0,0.1168,0,2.8674
9/2/2005,0,0,0,0.01,0.0238,0,0.1246,0,2.4476
9/3/2005,0,0,0,0.01,0.029,0,0.1152,0,1.9259
9/4/2005,0,0,0,0.009,0.0256,0,0.13,0,1.8632
9/5/2005,39.1,19.9,28.1,0.007,0.0306,0,0.1332,0,1.9962
9/6/2005,0,1.9,1.7,0.228,0.0236,0.05,0.7219,0.462,5.3168
9/7/2005,18.9,18.5,23.8,0.054,0.0456,0.027,0.449,0.606,8.23
9/8/2005,15.3,12.7,1.2,0.382,0.0414,0.167,0.9638,1.537,9.23
9/9/2005,0,0,0,0.09,0.0261,0.047,0.3211,0.127,10.18231
9/10/2005,2.5,0,0,0.048,0.0284,0.048,0.2644,0.021,6.71105
9/11/2005,0,0,0,0.041,0.0229,0.031,0.2241,0,4.6847
9/12/2005,0,0,0,0.064,0.0168,0.018,0.2162,0,5.16265
9/13/2005,1.8,11.8,10.7,0.1,0.0216,0.007,0.2634,0.437,5.7447
9/14/2005,0,0,0,0.12,0.0217,0.025,0.404,0.072,4.4142
9/15/2005,0,0,0,0.046,0.0204,0.024,0.2811,0.018,2.4476
9/16/2005,5.5,6.5,6.7,0.033,0.0187,0.014,0.2604,0.001,2.6052
9/17/2005,11,7.3,23.2,0.437,0.033,0.068,0.7487,0.633,2.9162
9/18/2005,0,0,0,0.411,0.0249,0.044,0.3384,0.089,11.8026
9/19/2005,0,,0,0.074,0.0223,0.085,0.2972,0.025,7.40546
9/20/2005,0,0,0,0.052,0.0258,0.086,0.2571,0.011,6.61546
9/21/2005,0,0,0,0.042,0.0243,0.07,0.2792,0.001,6.24653
9/22/2005,0,0,0,0.038,0.0199,0.053,0.2784,0,5.62006
9/23/2005,0,0,0,0.038,0.031,0.035,0.2528,0,5.10814
9/24/2005,,0,0,0.038,0.0241,0.026,0.2126,0,4.38687
9/25/2005,11.5,9.6,39.2,0.06,0.025,0.138,0.4492,2.34,4.2726
9/26/2005,0,0,0,0.159,0.0266,0.116,0.8485,0.741,10.59174
9/27/2005,0,0,0,0.064,0.0225,0.062,0.3315,0.073,3.99304
9/28/2005,0,0,0,0.047,0.0248,0.039,0.307,0.04,3.32462
9/29/2005,,3.2,0,0.038,0.0271,0.02,0.3039,0.19,2.9469
9/30/2005,0,0,,0.033,0.0233,0.008,0.3064,0.042,2.81732
10/1/2005,,1.8,,0.027,0.0247,0.011,0.2631,0.03,2.41756
10/2/2005,0,,,0.027,0.0152,0.034,0.2496,0.027,2.32294
10/3/2005,0,0,,0.025,0.0212,0.026,0.22,0.025,2.1853
10/4/2005,0,0,,0.023,0.0291,0.005,0.239,0.025,2.7052
10/5/2005,0.2,8.1,,0.025,0.0363,0,0.2459,0.022,2.7619
10/6/2005,0,0.2,,0.023,0.0362,0.063,0.253,0.022,3.0254
10/7/2005,0,0,,0.023,0.034,0.041,0.2867,0.023,2.9782
10/8/2005,0,2.5,,0.022,0.0397,0.013,0.2418,0.022,2.7076
10/9/2005,0,0,,0.018,0.0368,0.001,0.2022,0.021,2.4981
10/10/2005,2.1,0.7,,0.018,0.0361,0.001,0.2163,0.02,2.7417
10/11/2005,1.5,0.4,,0.021,0.0378,0.019,0.2485,0.022,3.2711
10/12/2005,68.8,112.6,,0.037,0.0548,0.102,0.4008,1.268,8.9227
10/13/2005,16,7.5,,1.096,1.1851,0.505,2.5655,3.976,26.8262
10/14/2005,16.7,11.5,,1.348,0.1987,0.363,1.6117,1.865,19.0427
10/15/2005,4.2,,,3.812,1.5241,0.442,1.445,4.772,26.3666
10/16/2005,0,0,,1.617,,0.436,1.265,2.155,18.8957
10/17/2005,16,3.6,,1.125,,0.287,1.0377,0.769,10.6725
10/18/2005,1.2,0.1,,9.685,,0.488,1.1076,2.46,20.5531
10/19/2005,0,0,,2.441,,0.476,1.0611,1.312,16.9683
10/20/2005,0,0,,1.378,,0.341,0.8736,0.624,10.6273
10/21/2005,0,0,,1.14,,0.264,0.6834,0.423,8.0296
10/22/2005,0,0,,0.727,,0.227,0.5282,0.296,6.5653
10/23/2005,,0,,0.941,,0.217,0.4053,0.232,5.3994
10/24/2005,0,0,,1.003,,0.207,0.4024,0.459,7.1468
10/25/2005,0,0,,0.573,,0.186,0.3903,0.223,5.5161
10/26/2005,0,0,,0.394,,0.178,0.3753,0.179,5.0123
10/27/2005,,0,,0.325,,0.169,0.3767,0.147,4.8476
10/28/2005,0.1,0,,0.261,,0.163,0.3731,0.116,4.7058
10/29/2005,0.3,0,,0.223,,0.154,0.3631,0.081,4.4132
10/30/2005,0,0,,0.189,,0.149,0.3521,0.072,3.9861
10/31/2005,,0,,0.218,,0.147,0.3497,0.063,3.95
11/1/2005,0,0,,0.213,,0.145,0.3412,0.054,3.9279
11/2/2005,0,0,,0.176,,0.139,0.3403,0.05,3.9342
11/3/2005,0,0.1,,0.168,,0.136,0.3443,0.049,4.114
11/4/2005,,0,,0.163,,0.129,0.3412,0.047,4.1446
11/5/2005,0,0,,0.16,,0.126,0.3402,0.047,3.9135
11/6/2005,0,0,,0.159,,0.124,0.3321,0.045,3.6122
11/7/2005,0,0,,0.155,,0.12,0.3349,0.045,3.7392
11/8/2005,12.1,0.4,,0.155,,0.115,0.3336,0.045,3.8096
11/9/2005,32.5,26,28,0.217,,0.183,0.9726,0.55,12.7149
11/10/2005,0.4,0.1,0,0.212,,0.146,0.6157,0.25,6.5369
11/11/2005,2.8,0.4,0.9,0.168,,0.132,0.3766,0.116,4.487
11/12/2005,20.5,23.3,9.1,0.163,,0.121,0.3616,0.113,4.0102
11/13/2005,39.5,13.5,9.5,0.22,,0.2,0.7913,1.579,15.494
11/14/2005,17.1,,10.1,0.273,,0.244,0.7787,1.399,16.5467
11/15/2005,15.3,5.1,6.4,1.289,,0.284,1.3251,1.711,16.6315
11/16/2005,0,0,2.7,0.849,,0.246,0.9256,0.877,10.4243
11/17/2005,0.3,0,0.7,0.527,,0.227,0.7009,0.611,8.1473
11/18/2005,,0.1,0.3,0.386,,0.215,0.5601,0.476,7.1086
11/19/2005,0,0,0.7,0.31,,0.21,0.486,0.369,6.1917
11/20/2005,0,0,0.9,0.25,,0.198,0.4277,0.31,5.4193
11/21/2005,0,0,1.5,0.222,,0.191,0.403,0.275,5.4914
11/22/2005,0,0,1,0.209,,0.184,0.4047,0.258,5.4832
11/23/2005,,0,0.4,0.191,,0.18,0.4036,0.239,5.3756
11/24/2005,0,0,0.4,0.188,,0.178,0.4005,0.214,5.1609
11/25/2005,,0,0.4,0.186,,0.173,0.4053,0.211,5.1337
11/26/2005,0,0,0.2,0.184,,0.168,0.3856,0.194,4.8207
11/27/2005,0,0,0.1,0.176,,0.162,0.3682,0.18,4.4453
11/28/2005,0,0,0.1,0.17,,0.156,0.362,0.169,4.5328
11/29/2005,0,0.9,0,0.172,,0.15,0.3647,0.16,4.5893
11/30/2005,0,0,0,0.168,,0.145,0.3659,0.154,4.4566
12/1/2005,,0,0,0.164,,0.143,0.3627,0.144,4.4121
12/2/2005,3.1,2.5,7.7,0.351,,0.173,0.5875,0.439,7.6062
12/3/2005,0,0,0,0.288,,0.168,0.4483,0.235,5.2211
12/4/2005,,0.1,0,0.187,,0.16,0.3617,0.155,4.2169
12/5/2005,0,0,0,0.183,,0.158,0.3554,0.142,4.2597
